"time_stamp","power"
"2020-01-05 03:54:00",7200
"2020-01-05 04:06:00",7200
"2020-01-05 04:18:00",7200
"2020-01-05 04:30:00",7200
"2020-01-05 04:42:00",7200
"2020-01-05 04:54:00",7200
"2020-01-05 05:06:00",7200
"2020-01-05 05:18:00",7200
"2020-01-05 05:30:00",7200
"2020-01-05 05:30:00",7200
"2020-01-05 05:42:00",7200
"2020-01-05 05:54:00",7200
"2020-01-05 06:00:00",7200
"2020-01-05 06:12:00",7200
"2020-01-05 08:54:00",7200
"2020-01-05 09:06:00",7200
"2020-01-05 09:18:00",7200
"2020-01-05 09:30:00",7200
"2020-01-05 09:42:00",7200
"2020-01-05 03:30:00",7200
"2020-01-05 03:42:00",7200
"2020-01-05 03:54:00",7200
"2020-01-05 04:06:00",7200
"2020-01-05 04:18:00",7200
"2020-01-05 05:42:00",7200
"2020-01-05 06:00:00",7200
"2020-01-05 06:12:00",7200
"2020-01-05 06:24:00",7200
"2020-01-05 06:30:00",7200
"2020-01-05 09:54:00",7200
"2020-01-05 10:06:00",7200
"2020-01-05 10:18:00",7200
"2020-01-05 10:30:00",7200
"2020-01-05 10:42:00",7200
"2020-01-05 05:06:00",7200
"2020-01-05 05:18:00",7200
"2020-01-05 05:30:00",7200
"2020-01-05 05:42:00",7200
"2020-01-05 05:54:00",7200
"2020-01-05 14:54:00",7200
"2020-01-05 15:00:00",7200
"2020-01-05 15:18:00",7200
"2020-01-05 15:30:00",7200
"2020-01-05 15:36:00",7200
"2020-01-05 15:18:00",7200
"2020-01-05 15:30:00",7200
"2020-01-05 15:42:00",7200
"2020-01-05 15:54:00",7200
"2020-01-05 16:06:00",7200
"2020-01-05 21:30:00",7200
"2020-01-05 21:42:00",7200
"2020-01-05 21:54:00",7200
"2020-01-05 22:06:00",7200
"2020-01-05 22:18:00",7200
"2020-01-05 14:54:00",7200
"2020-01-05 15:06:00",7200
"2020-01-05 15:18:00",7200
"2020-01-05 15:30:00",7200
"2020-01-05 15:42:00",7200
"2020-01-05 18:18:00",7200
"2020-01-05 18:30:00",7200
"2020-01-05 18:36:00",7200
"2020-01-05 18:48:00",7200
"2020-01-05 19:06:00",7200
"2020-01-05 23:54:00",7200
"2020-01-05 23:06:00",7200
"2020-01-05 23:18:00",7200
"2020-01-05 23:30:00",7200
"2020-01-05 23:42:00",7200
"2020-01-05 22:36:00",7200
"2020-01-05 22:48:00",7200
"2020-01-05 23:00:00",7200
"2020-01-05 23:12:00",7200
"2020-01-05 23:24:00",7200
"2020-01-05 21:00:00",7200
"2020-01-05 21:12:00",7200
"2020-01-05 21:24:00",7200
"2020-01-05 21:36:00",7200
"2020-01-05 21:48:00",7200
"2020-01-05 16:54:00",7200
"2020-01-05 17:06:00",7200
"2020-01-05 17:18:00",7200
"2020-01-05 17:30:00",7200
"2020-01-05 17:42:00",7200
"2020-01-05 12:00:00",7200
"2020-01-05 12:12:00",7200
"2020-01-05 12:24:00",7200
"2020-01-05 12:36:00",7200
"2020-01-05 12:48:00",7200
"2020-01-05 13:00:00",7200
"2020-01-05 13:18:00",7200
"2020-01-05 13:30:00",7200
"2020-01-05 13:36:00",7200
"2020-01-05 13:54:00",7200
"2020-01-05 22:00:00",7200
"2020-01-05 22:12:00",7200
"2020-01-05 22:24:00",7200
"2020-01-05 22:36:00",7200
"2020-01-05 22:48:00",7200
"2020-01-05 23:24:00",7200
"2020-01-05 23:36:00",7200
"2020-01-05 23:48:00",7200
"2020-01-05 23:00:00",7200
"2020-01-05 23:12:00",7200
"2020-01-05 16:54:00",7200
"2020-01-05 17:06:00",7200
"2020-01-05 17:18:00",7200
"2020-01-05 17:30:00",7200
"2020-01-05 17:42:00",7200
"2020-01-05 21:48:00",7200
"2020-01-05 22:00:00",7200
"2020-01-05 22:06:00",7200
"2020-01-05 22:18:00",7200
"2020-01-05 22:36:00",7200
"2020-01-05 16:54:00",7200
"2020-01-05 17:06:00",7200
"2020-01-05 17:18:00",7200
"2020-01-05 17:30:00",7200
"2020-01-05 17:42:00",7200
"2020-01-05 20:00:00",7200
"2020-01-05 20:12:00",7200
"2020-01-05 20:24:00",7200
"2020-01-05 20:36:00",7200
"2020-01-05 20:48:00",7200
"2020-01-05 15:18:00",7200
"2020-01-05 15:30:00",7200
"2020-01-05 15:42:00",7200
"2020-01-05 15:54:00",7200
"2020-01-05 16:06:00",7200
"2020-01-05 16:18:00",7200
"2020-01-05 16:30:00",7200
"2020-01-05 16:42:00",7200
"2020-01-05 16:54:00",7200
"2020-01-05 17:06:00",7200
"2020-01-05 21:00:00",7200
"2020-01-05 21:06:00",7200
"2020-01-05 21:18:00",7200
"2020-01-05 21:36:00",7200
"2020-01-05 21:48:00",7200
"2020-01-05 09:36:00",7200
"2020-01-05 09:48:00",7200
"2020-01-05 10:00:00",7200
"2020-01-05 10:12:00",7200
"2020-01-05 10:24:00",7200
"2020-01-05 13:36:00",7200
"2020-01-05 13:48:00",7200
"2020-01-05 14:00:00",7200
"2020-01-05 14:12:00",7200
"2020-01-05 14:24:00",7200
"2020-01-05 13:42:00",7200
"2020-01-05 13:54:00",7200
"2020-01-05 14:06:00",7200
"2020-01-05 14:18:00",7200
"2020-01-05 14:30:00",7200
"2020-01-05 06:36:00",7200
"2020-01-05 06:48:00",7200
"2020-01-05 07:00:00",7200
"2020-01-05 07:12:00",7200
"2020-01-05 07:24:00",7200
"2020-01-05 10:48:00",7200
"2020-01-05 11:00:00",7200
"2020-01-05 11:12:00",7200
"2020-01-05 11:24:00",7200
"2020-01-05 11:36:00",7200
"2020-01-06 06:06:00",7200
"2020-01-06 06:18:00",7200
"2020-01-06 06:30:00",7200
"2020-01-06 06:42:00",7200
"2020-01-06 06:54:00",7200
"2020-01-06 06:18:00",7200
"2020-01-06 06:30:00",7200
"2020-01-06 06:42:00",7200
"2020-01-06 06:54:00",7200
"2020-01-06 07:06:00",7200
"2020-01-06 08:00:00",7200
"2020-01-06 08:12:00",7200
"2020-01-06 08:24:00",7200
"2020-01-06 08:36:00",7200
"2020-01-06 08:48:00",7200
"2020-01-06 08:12:00",7200
"2020-01-06 08:24:00",7200
"2020-01-06 08:36:00",7200
"2020-01-06 08:48:00",7200
"2020-01-06 09:00:00",7200
"2020-01-06 09:18:00",7200
"2020-01-06 09:30:00",7200
"2020-01-06 09:42:00",7200
"2020-01-06 09:54:00",7200
"2020-01-06 10:06:00",7200
"2020-01-06 05:54:00",7200
"2020-01-06 06:06:00",7200
"2020-01-06 06:18:00",7200
"2020-01-06 06:30:00",7200
"2020-01-06 06:42:00",7200
"2020-01-06 10:24:00",7200
"2020-01-06 10:36:00",7200
"2020-01-06 10:48:00",7200
"2020-01-06 11:00:00",7200
"2020-01-06 11:12:00",7200
"2020-01-06 13:42:00",7200
"2020-01-06 13:54:00",7200
"2020-01-06 14:06:00",7200
"2020-01-06 14:18:00",7200
"2020-01-06 14:30:00",7200
"2020-01-06 06:24:00",7200
"2020-01-06 06:30:00",7200
"2020-01-06 06:42:00",7200
"2020-01-06 07:00:00",7200
"2020-01-06 07:12:00",7200
"2020-01-06 13:42:00",7200
"2020-01-06 13:54:00",7200
"2020-01-06 14:06:00",7200
"2020-01-06 14:18:00",7200
"2020-01-06 14:30:00",7200
"2020-01-06 06:48:00",7200
"2020-01-06 07:00:00",7200
"2020-01-06 07:12:00",7200
"2020-01-06 07:24:00",7200
"2020-01-06 07:36:00",7200
"2020-01-06 12:54:00",7200
"2020-01-06 13:06:00",7200
"2020-01-06 13:18:00",7200
"2020-01-06 13:30:00",7200
"2020-01-06 13:42:00",7200
"2020-01-06 06:42:00",7200
"2020-01-06 06:54:00",7200
"2020-01-06 07:06:00",7200
"2020-01-06 07:18:00",7200
"2020-01-06 07:30:00",7200
"2020-01-06 05:54:00",7200
"2020-01-06 06:00:00",7200
"2020-01-06 06:12:00",7200
"2020-01-06 06:30:00",7200
"2020-01-06 06:42:00",7200
"2020-01-06 12:42:00",7200
"2020-01-06 12:54:00",7200
"2020-01-06 13:06:00",7200
"2020-01-06 13:18:00",7200
"2020-01-06 13:30:00",7200
"2020-01-06 07:24:00",7200
"2020-01-06 07:36:00",7200
"2020-01-06 07:48:00",7200
"2020-01-06 08:00:00",7200
"2020-01-06 08:12:00",7200
"2020-01-06 09:12:00",7200
"2020-01-06 09:24:00",7200
"2020-01-06 09:36:00",7200
"2020-01-06 09:48:00",7200
"2020-01-06 10:00:00",7200
"2020-01-06 05:48:00",7200
"2020-01-06 06:00:00",7200
"2020-01-06 06:12:00",7200
"2020-01-06 06:24:00",7200
"2020-01-06 06:36:00",7200
"2020-01-06 10:30:00",7200
"2020-01-06 10:42:00",7200
"2020-01-06 10:54:00",7200
"2020-01-06 11:06:00",7200
"2020-01-06 11:18:00",7200
"2020-01-06 12:54:00",7200
"2020-01-06 13:06:00",7200
"2020-01-06 13:18:00",7200
"2020-01-06 13:30:00",7200
"2020-01-06 13:42:00",7200
"2020-01-06 03:54:00",7200
"2020-01-06 04:06:00",7200
"2020-01-06 04:18:00",7200
"2020-01-06 04:30:00",7200
"2020-01-06 04:42:00",7200
"2020-01-06 12:30:00",7200
"2020-01-06 12:42:00",7200
"2020-01-06 12:54:00",7200
"2020-01-06 13:06:00",7200
"2020-01-06 13:18:00",7200
"2020-01-06 07:06:00",7200
"2020-01-06 07:18:00",7200
"2020-01-06 07:30:00",7200
"2020-01-06 07:42:00",7200
"2020-01-06 07:54:00",7200
"2020-01-06 07:00:00",7200
"2020-01-06 07:12:00",7200
"2020-01-06 07:24:00",7200
"2020-01-06 07:36:00",7200
"2020-01-06 07:48:00",7200
"2020-01-06 09:12:00",7200
"2020-01-06 09:24:00",7200
"2020-01-06 09:36:00",7200
"2020-01-06 09:48:00",7200
"2020-01-06 10:00:00",7200
"2020-01-06 10:12:00",7200
"2020-01-06 10:24:00",7200
"2020-01-06 10:36:00",7200
"2020-01-06 10:48:00",7200
"2020-01-06 11:00:00",7200
"2020-01-06 12:24:00",7200
"2020-01-06 12:36:00",7200
"2020-01-06 12:48:00",7200
"2020-01-06 13:00:00",7200
"2020-01-06 13:12:00",7200
"2020-01-06 07:30:00",7200
"2020-01-06 07:42:00",7200
"2020-01-06 07:54:00",7200
"2020-01-06 08:06:00",7200
"2020-01-06 08:18:00",7200
"2020-01-06 09:36:00",7200
"2020-01-06 09:48:00",7200
"2020-01-06 10:00:00",7200
"2020-01-06 10:12:00",7200
"2020-01-06 10:24:00",7200
"2020-01-06 09:30:00",7200
"2020-01-06 09:42:00",7200
"2020-01-06 09:54:00",7200
"2020-01-06 10:06:00",7200
"2020-01-06 10:18:00",7200
"2020-01-06 06:48:00",7200
"2020-01-06 07:00:00",7200
"2020-01-06 07:12:00",7200
"2020-01-06 07:24:00",7200
"2020-01-06 07:36:00",7200
"2020-01-06 06:18:00",7200
"2020-01-06 06:30:00",7200
"2020-01-06 06:42:00",7200
"2020-01-06 06:54:00",7200
"2020-01-06 07:06:00",7200
"2020-01-06 12:24:00",7200
"2020-01-06 12:36:00",7200
"2020-01-06 12:48:00",7200
"2020-01-06 13:00:00",7200
"2020-01-06 13:12:00",7200
"2020-01-06 10:06:00",7200
"2020-01-06 10:18:00",7200
"2020-01-06 10:30:00",7200
"2020-01-06 10:42:00",7200
"2020-01-06 10:54:00",7200
"2020-01-06 06:00:00",7200
"2020-01-06 06:12:00",7200
"2020-01-06 06:24:00",7200
"2020-01-06 06:36:00",7200
"2020-01-06 06:48:00",7200
"2020-01-06 07:54:00",7200
"2020-01-06 08:06:00",7200
"2020-01-06 08:18:00",7200
"2020-01-06 08:30:00",7200
"2020-01-06 08:42:00",7200
"2020-01-06 08:18:00",7200
"2020-01-06 08:30:00",7200
"2020-01-06 08:42:00",7200
"2020-01-06 08:54:00",7200
"2020-01-06 09:06:00",7200
"2020-01-06 05:54:00",7200
"2020-01-06 06:06:00",7200
"2020-01-06 06:18:00",7200
"2020-01-06 06:30:00",7200
"2020-01-06 06:42:00",7200
"2020-01-06 06:12:00",7200
"2020-01-06 06:24:00",7200
"2020-01-06 06:36:00",7200
"2020-01-06 06:48:00",7200
"2020-01-06 07:00:00",7200
"2020-01-06 14:54:00",7200
"2020-01-06 15:06:00",7200
"2020-01-06 15:18:00",7200
"2020-01-06 15:30:00",7200
"2020-01-06 15:42:00",7200
"2020-01-06 09:12:00",7200
"2020-01-06 09:24:00",7200
"2020-01-06 09:36:00",7200
"2020-01-06 09:48:00",7200
"2020-01-06 10:00:00",7200
"2020-01-06 07:12:00",7200
"2020-01-06 07:24:00",7200
"2020-01-06 07:36:00",7200
"2020-01-06 07:48:00",7200
"2020-01-06 08:00:00",7200
"2020-01-06 07:54:00",7200
"2020-01-06 08:06:00",7200
"2020-01-06 08:18:00",7200
"2020-01-06 08:30:00",7200
"2020-01-06 08:42:00",7200
"2020-01-06 03:54:00",7200
"2020-01-06 04:06:00",7200
"2020-01-06 04:18:00",7200
"2020-01-06 04:30:00",7200
"2020-01-06 04:42:00",7200
"2020-01-06 06:30:00",7200
"2020-01-06 06:42:00",7200
"2020-01-06 06:54:00",7200
"2020-01-06 07:06:00",7200
"2020-01-06 07:18:00",7200
"2020-01-06 09:18:00",7200
"2020-01-06 09:30:00",7200
"2020-01-06 09:42:00",7200
"2020-01-06 09:54:00",7200
"2020-01-06 10:06:00",7200
"2020-01-06 12:18:00",7200
"2020-01-06 12:30:00",7200
"2020-01-06 12:42:00",7200
"2020-01-06 12:54:00",7200
"2020-01-06 13:06:00",7200
"2020-01-06 11:36:00",7200
"2020-01-06 11:48:00",7200
"2020-01-06 12:00:00",7200
"2020-01-06 12:12:00",7200
"2020-01-06 12:24:00",7200
"2020-01-06 10:06:00",7200
"2020-01-06 10:18:00",7200
"2020-01-06 10:30:00",7200
"2020-01-06 10:42:00",7200
"2020-01-06 10:54:00",7200
"2020-01-06 09:42:00",7200
"2020-01-06 09:54:00",7200
"2020-01-06 10:06:00",7200
"2020-01-06 10:18:00",7200
"2020-01-06 10:30:00",7200
"2020-01-06 12:54:00",7200
"2020-01-06 13:00:00",7200
"2020-01-06 13:18:00",7200
"2020-01-06 13:30:00",7200
"2020-01-06 13:36:00",7200
"2020-01-06 15:18:00",7200
"2020-01-06 15:30:00",7200
"2020-01-06 15:36:00",7200
"2020-01-06 15:54:00",7200
"2020-01-06 16:06:00",7200
"2020-01-06 22:24:00",7200
"2020-01-06 22:36:00",7200
"2020-01-06 22:48:00",7200
"2020-01-06 23:00:00",7200
"2020-01-06 23:12:00",7200
"2020-01-06 14:12:00",7200
"2020-01-06 14:24:00",7200
"2020-01-06 14:36:00",7200
"2020-01-06 14:48:00",7200
"2020-01-06 15:00:00",7200
"2020-01-06 11:06:00",7200
"2020-01-06 11:18:00",7200
"2020-01-06 11:30:00",7200
"2020-01-06 11:42:00",7200
"2020-01-06 11:54:00",7200
"2020-01-06 15:42:00",7200
"2020-01-06 15:54:00",7200
"2020-01-06 16:06:00",7200
"2020-01-06 16:18:00",7200
"2020-01-06 16:30:00",7200
"2020-01-06 17:18:00",7200
"2020-01-06 17:30:00",7200
"2020-01-06 17:42:00",7200
"2020-01-06 17:54:00",7200
"2020-01-06 18:06:00",7200
"2020-01-06 17:12:00",7200
"2020-01-06 17:24:00",7200
"2020-01-06 17:36:00",7200
"2020-01-06 17:48:00",7200
"2020-01-06 18:00:00",7200
"2020-01-06 22:00:00",7200
"2020-01-06 22:12:00",7200
"2020-01-06 22:24:00",7200
"2020-01-06 22:36:00",7200
"2020-01-06 22:48:00",7200
"2020-01-06 19:00:00",7200
"2020-01-06 19:12:00",7200
"2020-01-06 19:24:00",7200
"2020-01-06 19:36:00",7200
"2020-01-06 19:48:00",7200
"2020-01-06 14:00:00",7200
"2020-01-06 14:12:00",7200
"2020-01-06 14:24:00",7200
"2020-01-06 14:36:00",7200
"2020-01-06 14:48:00",7200
"2020-01-06 19:30:00",7200
"2020-01-06 19:42:00",7200
"2020-01-06 19:54:00",7200
"2020-01-06 20:06:00",7200
"2020-01-06 20:18:00",7200
"2020-01-06 15:00:00",7200
"2020-01-06 15:12:00",7200
"2020-01-06 15:24:00",7200
"2020-01-06 15:36:00",7200
"2020-01-06 15:48:00",7200
"2020-01-06 20:06:00",7200
"2020-01-06 20:18:00",7200
"2020-01-06 20:30:00",7200
"2020-01-06 20:42:00",7200
"2020-01-06 20:54:00",7200
"2020-01-06 13:30:00",7200
"2020-01-06 13:36:00",7200
"2020-01-06 13:54:00",7200
"2020-01-06 14:00:00",7200
"2020-01-06 14:18:00",7200
"2020-01-06 17:42:00",7200
"2020-01-06 17:54:00",7200
"2020-01-06 18:06:00",7200
"2020-01-06 18:18:00",7200
"2020-01-06 18:30:00",7200
"2020-01-06 17:42:00",7200
"2020-01-06 17:54:00",7200
"2020-01-06 18:06:00",7200
"2020-01-06 18:18:00",7200
"2020-01-06 18:30:00",7200
"2020-01-06 13:24:00",7200
"2020-01-06 13:36:00",7200
"2020-01-06 13:48:00",7200
"2020-01-06 14:00:00",7200
"2020-01-06 14:12:00",7200
"2020-01-06 18:06:00",7200
"2020-01-06 18:18:00",7200
"2020-01-06 18:30:00",7200
"2020-01-06 18:42:00",7200
"2020-01-06 18:54:00",7200
"2020-01-06 19:30:00",7200
"2020-01-06 19:42:00",7200
"2020-01-06 19:54:00",7200
"2020-01-06 20:06:00",7200
"2020-01-06 20:18:00",7200
"2020-01-06 11:42:00",7200
"2020-01-06 11:54:00",7200
"2020-01-06 12:06:00",7200
"2020-01-06 12:18:00",7200
"2020-01-06 12:30:00",7200
"2020-01-06 07:18:00",7200
"2020-01-06 07:30:00",7200
"2020-01-06 07:42:00",7200
"2020-01-06 07:54:00",7200
"2020-01-06 08:06:00",7200
"2020-01-06 16:36:00",7200
"2020-01-06 16:48:00",7200
"2020-01-06 17:00:00",7200
"2020-01-06 17:12:00",7200
"2020-01-06 17:24:00",7200
"2020-01-06 09:00:00",7200
"2020-01-06 09:12:00",7200
"2020-01-06 09:24:00",7200
"2020-01-06 09:36:00",7200
"2020-01-06 09:48:00",7200
"2020-01-06 16:24:00",7200
"2020-01-06 16:36:00",7200
"2020-01-06 16:48:00",7200
"2020-01-06 17:00:00",7200
"2020-01-06 17:12:00",7200
"2020-01-07 15:48:00",7200
"2020-01-07 16:00:00",7200
"2020-01-07 16:12:00",7200
"2020-01-07 16:24:00",7200
"2020-01-07 16:36:00",7200
"2020-01-07 05:42:00",7200
"2020-01-07 05:54:00",7200
"2020-01-07 06:06:00",7200
"2020-01-07 06:18:00",7200
"2020-01-07 06:30:00",7200
"2020-01-07 05:06:00",7200
"2020-01-07 05:18:00",7200
"2020-01-07 05:30:00",7200
"2020-01-07 05:42:00",7200
"2020-01-07 05:54:00",7200
"2020-01-07 12:42:00",7200
"2020-01-07 12:54:00",7200
"2020-01-07 13:06:00",7200
"2020-01-07 13:18:00",7200
"2020-01-07 13:30:00",7200
"2020-01-07 11:48:00",7200
"2020-01-07 12:00:00",7200
"2020-01-07 12:12:00",7200
"2020-01-07 12:24:00",7200
"2020-01-07 12:36:00",7200
"2020-01-07 12:36:00",7200
"2020-01-07 12:48:00",7200
"2020-01-07 13:00:00",7200
"2020-01-07 13:12:00",7200
"2020-01-07 13:24:00",7200
"2020-01-07 04:42:00",7200
"2020-01-07 04:54:00",7200
"2020-01-07 05:06:00",7200
"2020-01-07 05:18:00",7200
"2020-01-07 05:30:00",7200
"2020-01-07 06:36:00",7200
"2020-01-07 06:48:00",7200
"2020-01-07 07:00:00",7200
"2020-01-07 07:12:00",7200
"2020-01-07 07:24:00",7200
"2020-01-07 09:30:00",7200
"2020-01-07 09:42:00",7200
"2020-01-07 09:54:00",7200
"2020-01-07 10:06:00",7200
"2020-01-07 10:18:00",7200
"2020-01-07 10:48:00",7200
"2020-01-07 11:00:00",7200
"2020-01-07 11:12:00",7200
"2020-01-07 11:24:00",7200
"2020-01-07 11:36:00",7200
"2020-01-07 07:42:00",7200
"2020-01-07 07:54:00",7200
"2020-01-07 08:06:00",7200
"2020-01-07 08:18:00",7200
"2020-01-07 08:30:00",7200
"2020-01-07 05:24:00",7200
"2020-01-07 05:36:00",7200
"2020-01-07 05:48:00",7200
"2020-01-07 06:00:00",7200
"2020-01-07 06:12:00",7200
"2020-01-07 07:06:00",7200
"2020-01-07 07:18:00",7200
"2020-01-07 07:30:00",7200
"2020-01-07 07:42:00",7200
"2020-01-07 07:54:00",7200
"2020-01-07 09:24:00",7200
"2020-01-07 09:36:00",7200
"2020-01-07 09:48:00",7200
"2020-01-07 10:00:00",7200
"2020-01-07 10:12:00",7200
"2020-01-07 07:18:00",7200
"2020-01-07 07:30:00",7200
